"title","attribution","roomTitle","url.art","imagepath","Status","month","year","monthyear","datechange"
"The Argonauts","Max Beckmann","East Building, Upper Level - Gallery 407A","/content/ngaweb/collection/art-object-page.216779.html","https://media.nga.gov/iiif/4bcd88de-e755-46e5-b8a6-dc23e6a01d8f/full/!384,384/0/default.jpg","Added","September","2023","September 2023","September 28"
"The Argonauts [left panel]","Max Beckmann","East Building, Upper Level - Gallery 407A","/content/ngaweb/collection/art-object-page.55597.html","https://media.nga.gov/iiif/146ba3df-fd85-4dfc-afc8-e7310b1f8cec/full/!384,384/0/default.jpg","Added","September","2023","September 2023","September 28"
"The Argonauts [middle panel]","Max Beckmann","East Building, Upper Level - Gallery 407A","/content/ngaweb/collection/art-object-page.55598.html","https://media.nga.gov/iiif/0339f626-c218-4c68-bef9-75cfd21a1a08/full/!384,384/0/default.jpg","Added","September","2023","September 2023","September 28"
"The Argonauts [right panel]","Max Beckmann","East Building, Upper Level - Gallery 407A","/content/ngaweb/collection/art-object-page.55599.html","https://media.nga.gov/iiif/78fdf68d-7bf9-4820-b00a-8f7ae743d15e/full/!384,384/0/default.jpg","Added","September","2023","September 2023","September 28"
"Christ in Limbo","Max Beckmann","East Building, Upper Level - Gallery 407A","/content/ngaweb/collection/art-object-page.55600.html","https://media.nga.gov/iiif/082b240a-a316-4c5d-bd87-7711290d7d3d/full/!384,384/0/default.jpg","Removed","September","2023","September 2023","September 28"
"Falling Man","Max Beckmann","East Building, Upper Level - Gallery 407A","/content/ngaweb/collection/art-object-page.55601.html","https://media.nga.gov/iiif/672f2b8b-066a-4f6f-bec4-53b1d317eee9/full/!384,384/0/default.jpg","Removed","September","2023","September 2023","September 28"
