"title","attribution","roomTitle","url.art","imagepath","Status","month","year","monthyear","datechange"
"Adios Map","Jaune Quick-to-See Smith","East Building, Upper Level - West Terrace","/content/ngaweb/collection/art-object-page.224225.html","https://media.nga.gov/iiif/3e092add-302a-437c-903f-943373e43e9c/full/!384,384/0/default.jpg","Added","September","2023","September 2023","September 27"
"Parau na te Varua ino (Words of the Devil)","Paul Gauguin","West Building, Main Floor - Gallery 83","/content/ngaweb/collection/art-object-page.53130.html","https://media.nga.gov/iiif/944afd93-9c4a-47e4-be24-c0d2890f3ae6/full/!384,384/0/default.jpg","Added","September","2023","September 2023","September 27"
"Blue Diagram","Amy Sillman","East Building, Mezzanine - Elevator Lobby","/content/ngaweb/collection/art-object-page.206055.html","https://media.nga.gov/iiif/fe966d64-3ebe-4bd8-8548-8b9c4161e7a1/full/!384,384/0/default.jpg","Removed","September","2023","September 2023","September 27"
"Clinging unto the Lord","Genesis Tramaine","East Building, Mezzanine - Elevator Lobby","/content/ngaweb/collection/art-object-page.224226.html","https://media.nga.gov/iiif/a8577782-316b-4da8-9317-291925321dd8/full/!384,384/0/default.jpg","Removed","September","2023","September 2023","September 27"
"Adios Map","Jaune Quick-to-See Smith","East Building, Mezzanine - Terrace","/content/ngaweb/collection/art-object-page.224225.html","https://media.nga.gov/iiif/3e092add-302a-437c-903f-943373e43e9c/full/!384,384/0/default.jpg","Removed","September","2023","September 2023","September 27"
"Ours To Hold And Caress And Cherish","Mwangi Hutter","East Building, Mezzanine - Terrace","/content/ngaweb/collection/art-object-page.222848.html","https://media.nga.gov/iiif/5f4481e5-18b8-4811-8c22-17af39b22fe4/full/!384,384/0/default.jpg","Removed","September","2023","September 2023","September 27"
"Agualine","Nancy Graves","East Building, Upper Level - West Terrace","/content/ngaweb/collection/art-object-page.86470.html","https://media.nga.gov/iiif/1e99a079-f4d1-4551-9ba8-f71225230373/full/!384,384/0/default.jpg","Removed","September","2023","September 2023","September 27"
"The Bathers","Paul Gauguin","West Building, Main Floor - Gallery 83","/content/ngaweb/collection/art-object-page.39758.html","https://media.nga.gov/iiif/d3c2cb5b-1e83-484b-a743-13345e48aa7f/full/!384,384/0/default.jpg","Removed","September","2023","September 2023","September 27"
