"title","attribution","roomTitle","url.art","imagepath","Status","month","year","monthyear","datechange"
"The David of the Casa Martelli","Bernardo Rossellino or Antonio Rossellino","West Building, Ground Floor - Gallery 19","/content/ngaweb/collection/art-object-page.1254.html","https://media.nga.gov/iiif/a1166974-a159-48e9-b7cd-fe088db925bf/full/!384,384/0/default.jpg","Added","September","2023","September 2023","September 23"
"Red Triplet","Mimi Herbert","East Building, Upper Level - West Terrace","/content/ngaweb/collection/art-object-page.178227.html","https://media.nga.gov/iiif/b8e09147-5e84-48fc-8e92-e5e1d7dea7f1/full/!384,384/0/default.jpg","Removed","September","2023","September 2023","September 23"
"Yellow Nana","Niki de Saint Phalle","East Building, Upper Level - West Terrace","/content/ngaweb/collection/art-object-page.172140.html",NA,"Removed","September","2023","September 2023","September 23"
"The Young Christ (?)","Giovanni della Robbia","West Building, Ground Floor - Gallery 19","/content/ngaweb/collection/art-object-page.12171.html","https://media.nga.gov/iiif/c8048309-1318-4442-975a-41617ef098fe/full/!384,384/0/default.jpg","Removed","September","2023","September 2023","September 23"
